date,open,high,low,close,volume,ma20,ma60,ma120,rsi14,macd,macd_signal,bb_middle,bb_upper,bb_lower,volume_ma20,high_20d,low_20d,prev_high_20d,prev_low_20d,ma20_slope_5d
2024-06-07,5343.81005859375,5375.080078125,5331.330078125,5346.990234375,3692760000,,,,,0.0,0.0,,,,,,,,,
2024-06-10,5341.22021484375,5365.7900390625,5331.52001953125,5360.7900390625,3622280000,,,,,1.1008391203704377,0.22016782407408755,,,,,,,,,
2024-06-11,5353.0,5375.9501953125,5327.25,5375.31982421875,3568030000,,,,,3.1098459180775535,0.7981034428747809,,,,,,,,,
2024-06-12,5409.1298828125,5447.25,5409.1298828125,5421.02978515625,3962840000,,,,,8.29479290368181,2.297441335036187,,,,,,,,,
2024-06-13,5441.93017578125,5441.93017578125,5402.509765625,5433.740234375,3530380000,,,,,13.276484720067856,4.4932500120425205,,,,,,,,,
2024-06-14,5424.080078125,5432.39013671875,5403.75,5431.60009765625,3438650000,,,,,16.85749749072511,6.966099507779038,,,,,,,,,
2024-06-17,5431.10986328125,5488.5,5420.39990234375,5473.22998046875,3447840000,,,,,22.791928375962016,10.131265281415635,,,,,,,,,
2024-06-18,5476.14990234375,5490.3798828125,5471.31982421875,5487.02978515625,3544330000,,,,,28.282513308116904,13.76151488675589,,,,,,,,,
2024-06-20,5499.990234375,5505.52978515625,5455.56005859375,5473.169921875,3847060000,,,,,31.156315676307713,17.240475044666255,,,,,,,,,
2024-06-21,5466.77001953125,5478.31005859375,5452.02978515625,5464.6201171875,6773800000,,,,,32.370776808207665,20.266535397374536,,,,,,,,,
2024-06-24,5459.580078125,5490.66015625,5447.58984375,5447.8701171875,3696750000,,,,,31.61719761743825,22.53666784138728,,,,,,,,,
2024-06-25,5460.72998046875,5472.8798828125,5446.56005859375,5469.2998046875,3591960000,,,,,32.37596736692194,24.50452774649421,,,,,,,,,
2024-06-26,5460.7099609375,5483.14013671875,5451.8701171875,5477.89990234375,3563920000,,,,,33.28753587408755,26.26112937201288,,,,,,,,,
2024-06-27,5473.58984375,5490.81005859375,5467.5400390625,5482.8701171875,3589530000,,,,,34.0188669612653,27.812676889863365,,,,,,,,,
2024-06-28,5488.47998046875,5523.64013671875,5451.1201171875,5460.47998046875,7199220000,,,,73.55833456652226,32.418059989765425,28.73375350984378,,,,,,,,,
2024-07-01,5471.080078125,5479.5498046875,5446.52978515625,5475.08984375,3488760000,,,,73.6469613706158,31.95988909162861,29.37898062620075,,,,,,,,,
2024-07-02,5461.83984375,5509.68994140625,5458.43017578125,5509.009765625,3329950000,,,,75.6042500902424,33.94257074161669,30.291698649283937,,,,,,,,,
2024-07-03,5507.43994140625,5539.27001953125,5507.419921875,5537.02001953125,2179470000,,,,73.83000750368163,37.34358008678828,31.702074936784808,,,,,,,,,
2024-07-05,5537.91015625,5570.330078125,5531.6298828125,5567.18994140625,3253080000,,,,75.58178063907417,41.98933809839673,33.75952756910719,,,,,,,,,
2024-07-08,5572.75,5583.10986328125,5562.509765625,5572.85009765625,3185670000,5463.35498046875,,,76.71651384958662,45.60218845679901,36.128059746645555,5463.35498046875,5582.596928861864,5344.113032075636,3825314000.0,5583.10986328125,5327.25,,,
2024-07-09,5584.240234375,5590.75,5574.56982421875,5576.97998046875,3232920000,5474.854467773437,,,72.86757298940137,48.24253550375943,38.550954898068326,5474.854467773437,5591.16953268441,5358.539402862464,3802322000.0,5590.75,5327.25,5583.10986328125,5327.25,
2024-07-10,5591.259765625,5635.39013671875,5586.43994140625,5633.91015625,3336100000,5488.510473632812,,,77.20208565811629,54.30284951451267,41.701333821357196,5488.510473632812,5612.328643597681,5364.692303667944,3788013000.0,5635.39013671875,5327.25,5590.75,5327.25,
2024-07-11,5635.2099609375,5642.4501953125,5576.52978515625,5584.5400390625,4020950000,5498.971484375,,,68.2280977680598,54.49376596365528,44.25982024981681,5498.971484375,5617.775046851054,5380.167921898946,3810659000.0,5642.4501953125,5402.509765625,5635.39013671875,5327.25,
2024-07-12,5590.759765625,5655.56005859375,5590.43994140625,5615.35009765625,3700280000,5508.6875,,,72.99462332751817,56.480115252215,46.70387925029645,5508.6875,5632.337187364547,5385.037812635453,3797531000.0,5655.56005859375,5402.509765625,5642.4501953125,5402.509765625,
2024-07-15,5638.16015625,5666.93994140625,5614.75,5631.22021484375,3620470000,5518.561499023437,,,78.04628109543776,58.658716034537065,49.094846607144575,5518.561499023437,5648.396350462067,5388.726647584807,3802035500.0,5666.93994140625,5403.75,5655.56005859375,5402.509765625,55.206518554687136
2024-07-16,5644.08984375,5669.669921875,5639.02001953125,5667.2001953125,4041760000,5530.34150390625,,,78.98188006807487,62.56731946509353,51.789341178734375,5530.34150390625,5669.381049575378,5391.301958237123,3832191000.0,5669.669921875,5420.39990234375,5666.93994140625,5403.75,55.487036132813046
2024-07-17,5610.06982421875,5622.490234375,5584.81005859375,5588.27001953125,4246450000,5536.093505859375,,,63.402532534218146,58.62017343565731,53.15550763011897,5536.093505859375,5674.702576549273,5397.484435169477,3872121500.0,5669.669921875,5446.52978515625,5669.669921875,5420.39990234375,47.583032226562864
2024-07-18,5608.56005859375,5614.0498046875,5522.81005859375,5544.58984375,4007510000,5538.971508789063,,,56.85073015487608,51.37518547636137,52.79944319936745,5538.971508789063,5675.66828025924,5402.274737318885,3895280500.0,5669.669921875,5446.52978515625,5669.669921875,5446.52978515625,40.000024414062864
2024-07-19,5543.3701171875,5557.5,5497.0400390625,5505.0,3760570000,5540.563012695313,,,54.75986380849662,41.95527648573079,50.63060985664013,5540.563012695313,5674.752267653479,5406.373757737147,3890956000.0,5669.669921875,5446.52978515625,5669.669921875,5446.52978515625,31.875512695312864
2024-07-22,5544.5400390625,5570.35986328125,5529.0400390625,5564.41015625,3375180000,5545.552514648438,,,58.714841070203526,38.83615482371806,48.27171885005571,5545.552514648438,5675.19619797631,5415.908831320566,3721025000.0,5669.669921875,5446.52978515625,5669.669921875,5446.52978515625,26.991015625000728
2024-07-23,5565.2998046875,5585.33984375,5550.89990234375,5555.740234375,3500210000,5550.946020507812,,,54.79571220114491,35.25820357343764,45.669015794732104,5550.946020507812,5672.181496232833,5429.710544782792,3711198000.0,5669.669921875,5446.52978515625,5669.669921875,5446.52978515625,20.604516601561954
2024-07-24,5505.83984375,5508.0400390625,5419.97998046875,5427.1298828125,3945550000,5548.8375244140625,,,40.65259665552728,21.793647300301018,40.89394209584589,5548.8375244140625,5677.303050412902,5420.371998415223,3728877500.0,5669.669921875,5419.97998046875,5669.669921875,5446.52978515625,12.7440185546875
2024-07-25,5428.7001953125,5491.58984375,5390.9501953125,5399.22021484375,4592120000,5544.903540039062,,,35.65711703057352,8.769720612441233,34.46909779916496,5544.903540039062,5686.648141677707,5403.158938400417,3780287500.0,5669.669921875,5390.9501953125,5669.669921875,5419.97998046875,5.932031249999454
2024-07-26,5433.669921875,5488.31982421875,5430.7001953125,5459.10009765625,3638770000,5543.7150390625,,,41.11009349360808,3.242592399161367,28.223796719164245,5543.7150390625,5688.02509409949,5399.40498402551,3782749500.0,5669.669921875,5390.9501953125,5669.669921875,5390.9501953125,3.152026367187318
2024-07-29,5476.5498046875,5487.740234375,5444.43994140625,5463.5400390625,3379970000,5543.8680419921875,,,41.13862009253291,-0.7705479679998462,22.424927781731427,5543.8680419921875,5687.812548386814,5399.923535597561,3591787000.0,5669.669921875,5390.9501953125,5669.669921875,5390.9501953125,-1.6844726562503638
2024-07-30,5478.72998046875,5489.4599609375,5401.7001953125,5436.43994140625,3777740000,5541.935546875,,,33.82056068484941,-6.067796240001371,16.72638297738487,5541.935546875,5690.724174673433,5393.146919076567,3606236000.0,5669.669921875,5390.9501953125,5669.669921875,5390.9501953125,-9.010473632812136
2024-07-31,5505.58984375,5551.509765625,5493.75,5522.2998046875,4546910000,5542.600048828125,,,45.18815816096953,-3.299693442181706,12.721167693471555,5542.600048828125,5690.887386480816,5394.312711175435,3667084000.0,5669.669921875,5390.9501953125,5669.669921875,5390.9501953125,-6.237475585937318
2024-08-01,5537.83984375,5566.16015625,5410.419921875,5446.68017578125,4703620000,5538.083056640625,,,37.80493315653389,-7.125683659292918,8.75179742291866,5538.083056640625,5692.464545757014,5383.7015675242355,3793291500.0,5669.669921875,5390.9501953125,5669.669921875,5390.9501953125,-6.820483398437318
2024-08-02,5376.6298828125,5383.89013671875,5302.02978515625,5346.56005859375,5156450000,5527.0515625,,,31.653762057554005,-18.028839945100117,3.3956699493149047,5527.0515625,5702.7365561042125,5351.366568895787,3888460000.0,5669.669921875,5302.02978515625,5669.669921875,5390.9501953125,-16.663476562500364
2024-08-05,5151.14013671875,5250.89013671875,5119.259765625,5186.330078125,5333250000,5507.725561523437,,,23.286471777277953,-39.147620776841904,-5.112988195916458,5507.725561523437,5738.574575046383,5276.876548000491,3995839000.0,5669.669921875,5119.259765625,5669.669921875,5302.02978515625,-36.142480468750364
2024-08-06,5206.419921875,5312.33984375,5193.56005859375,5240.02978515625,4690190000,5490.8780517578125,,,30.096448485457373,-50.963810089509934,-14.283152574635153,5490.8780517578125,5748.119122759021,5233.636980756604,4068702500.0,5669.669921875,5119.259765625,5669.669921875,5119.259765625,-51.0574951171875
2024-08-07,5293.1298828125,5330.64013671875,5195.5400390625,5199.5,4558260000,5469.157543945313,,,30.205223232641217,-62.87386936301664,-24.00129593231145,5469.157543945313,5748.0006342628985,5190.314453627727,4129810500.0,5669.669921875,5119.259765625,5669.669921875,5119.259765625,-73.4425048828125
2024-08-08,5252.56982421875,5328.02978515625,5233.85009765625,5319.31005859375,4016830000,5455.896044921875,,,40.24624141240512,-61.931103500160134,-31.58725744588119,5455.896044921875,5736.854097379828,5174.937992463922,4129604500.0,5669.669921875,5119.259765625,5669.669921875,5119.259765625,-82.18701171875
2024-08-09,5314.66015625,5358.669921875,5300.83984375,5344.16015625,3516400000,5442.3365478515625,,,37.99503909639164,-58.50435774329071,-36.9706775053631,5442.3365478515625,5716.998021425457,5167.675074277668,4120410500.0,5669.669921875,5119.259765625,5669.669921875,5119.259765625,-84.71501464843732
